frame_idx,t_sec,dt_cumavg_ms,motor_encoders_FL,motor_encoders_FR,motor_encoders_BL,motor_encoders_BR,motor_speeds_FL,motor_speeds_FR,motor_speeds_BL,motor_speeds_BR,pid_outputs_FL,pid_outputs_FR,pid_outputs_BL,pid_outputs_BR,desired_speed,actual_speed_fl,raw_v1_fl,estimated_velocity,kalman_v_pred,pendulum_angle_deg,lqr_force,kalman_theta_rad,kalman_v,kalman_x,x_ref,theta_ref_deg,sprint_active,pwm
219,4.342787799949292,3.033,-0.013,-0.017,-0.017,-0.016,-0.293,-0.345,-0.294,-0.328,-270.0,135.0,-264.0,-72.0,-0.347,-0.293,-0.237,-0.316,-0.321,1.26,0.512,0.024,-0.316,-0.016,0.0,0.0,0,-0.27
220,4.349182899983134,3.04,-0.017,-0.019,-0.022,-0.019,-0.327,-0.346,-0.322,-0.305,62.0,-73.0,56.0,-269.0,-0.354,-0.327,-0.473,-0.324,-0.319,1.26,-2.511,0.025,-0.324,-0.019,0.0,0.0,0,0.062
221,4.356160499970429,3.049,-0.02,-0.022,-0.025,-0.022,-0.335,-0.326,-0.306,-0.314,-40.0,-82.0,-117.0,-76.0,-0.342,-0.335,-0.318,-0.323,-0.342,1.26,1.812,0.026,-0.323,-0.023,0.0,0.0,0,-0.04
222,4.364484199963044,3.052,-0.024,-0.025,-0.029,-0.026,-0.34,-0.312,-0.317,-0.283,121.0,-107.0,-98.0,-280.0,-0.341,-0.34,-0.474,-0.313,-0.313,1.35,-1.18,0.026,-0.313,-0.026,0.0,0.0,0,0.121
223,4.371503099973779,3.06,-0.027,-0.027,-0.032,-0.03,-0.332,-0.295,-0.319,-0.285,-46.0,-126.0,-57.0,-123.0,-0.332,-0.332,-0.282,-0.309,-0.321,1.35,1.361,0.027,-0.309,-0.029,0.0,0.0,0,-0.046
224,4.376862399978563,3.066,-0.03,-0.03,-0.035,-0.034,-0.319,-0.268,-0.317,-0.31,-163.0,-231.0,-134.0,-61.0,-0.335,-0.319,-0.237,-0.304,-0.31,1.44,-0.45,0.027,-0.304,-0.032,0.0,0.0,0,-0.163
225,4.381821399962064,3.073,-0.033,-0.035,-0.038,-0.038,-0.309,-0.279,-0.301,-0.32,-167.0,-55.0,-228.0,-86.0,-0.337,-0.309,-0.237,-0.303,-0.306,1.44,-0.683,0.028,-0.303,-0.036,0.0,0.0,0,-0.167
226,4.386373099987395,3.072,-0.036,-0.04,-0.043,-0.041,-0.303,-0.369,-0.313,-0.282,-160.0,155.0,43.0,-312.0,-0.347,-0.303,-0.237,-0.316,-0.314,1.44,-3.675,0.027,-0.316,-0.04,0.0,0.0,0,-0.16
227,4.390604899963364,3.071,-0.042,-0.044,-0.046,-0.044,-0.359,-0.377,-0.309,-0.25,124.0,46.0,-150.0,-265.0,-0.356,-0.359,-0.474,-0.323,-0.32,1.44,-1.886,0.027,-0.323,-0.044,0.0,0.0,0,0.124
228,4.394858599989675,3.073,-0.044,-0.045,-0.049,-0.047,-0.353,-0.315,-0.315,-0.274,-96.0,-210.0,-51.0,-207.0,-0.353,-0.353,-0.237,-0.315,-0.318,1.44,0.011,0.028,-0.315,-0.047,0.0,0.0,0,-0.096
229,4.398847499978729,3.072,-0.047,-0.046,-0.052,-0.052,-0.316,-0.181,-0.285,-0.317,-180.0,-447.0,-199.0,-94.0,-0.347,-0.316,-0.237,-0.276,-0.284,1.35,1.592,0.027,-0.276,-0.05,0.0,0.0,0,-0.18
230,4.403235299978405,3.071,-0.05,-0.05,-0.055,-0.055,-0.217,-0.239,-0.288,-0.313,-346.0,-107.0,-164.0,-185.0,-0.347,-0.217,-0.237,-0.264,-0.261,1.35,-0.963,0.026,-0.264,-0.053,0.0,0.0,0,-0.346
231,4.407578599988483,3.071,-0.053,-0.055,-0.058,-0.058,-0.223,-0.349,-0.239,-0.271,-345.0,89.0,-428.0,-243.0,-0.361,-0.223,-0.237,-0.271,-0.274,1.26,-3.074,0.025,-0.271,-0.056,0.0,0.0,0,-0.345
232,4.422179499990307,3.07,-0.056,-0.059,-0.061,-0.061,-0.222,-0.364,-0.253,-0.238,-373.0,-202.0,-307.0,-336.0,-0.376,-0.222,-0.237,-0.271,-0.28,1.17,-1.973,0.024,-0.271,-0.059,0.0,0.0,0,-0.373
233,4.437042299949098,3.07,-0.059,-0.061,-0.063,-0.064,-0.261,-0.27,-0.253,-0.246,-194.0,-409.0,-325.0,-338.0,-0.385,-0.261,-0.474,-0.258,-0.26,1.08,-1.747,0.023,-0.258,-0.062,0.0,0.0,0,-0.194
234,4.4536014999612235,3.069,-0.062,-0.064,-0.066,-0.068,-0.263,-0.231,-0.239,-0.279,-340.0,-279.0,-502.0,-300.0,-0.396,-0.263,-0.237,-0.254,-0.256,0.99,-2.965,0.021,-0.254,-0.065,0.0,0.0,0,-0.34
235,4.459349299955647,3.068,-0.065,-0.068,-0.069,-0.071,-0.265,-0.289,-0.242,-0.298,-393.0,-341.0,-437.0,-322.0,-0.418,-0.265,-0.237,-0.274,-0.279,0.9,-5.059,0.02,-0.274,-0.068,0.0,0.0,0,-0.393
236,4.481059599958826,3.067,-0.068,-0.071,-0.073,-0.075,-0.264,-0.312,-0.272,-0.32,-435.0,-215.0,-414.0,-197.0,-0.438,-0.264,-0.237,-0.291,-0.284,0.9,-4.615,0.019,-0.291,-0.072,0.0,0.0,0,-0.435
237,4.498050700000022,3.067,-0.072,-0.074,-0.077,-0.079,-0.295,-0.31,-0.326,-0.326,-297.0,-379.0,-230.0,-345.0,-0.457,-0.295,-0.474,-0.313,-0.307,0.9,-4.899,0.019,-0.313,-0.075,0.0,0.0,0,-0.297
238,4.51548839994939,3.069,-0.075,-0.078,-0.081,-0.083,-0.301,-0.316,-0.348,-0.348,-410.0,-373.0,-234.0,-231.0,-0.459,-0.301,-0.236,-0.328,-0.323,0.81,-4.135,0.019,-0.328,-0.079,0.0,0.0,0,-0.41
239,4.5267356999684125,3.069,-0.079,-0.082,-0.085,-0.088,-0.3,-0.347,-0.371,-0.379,-493.0,-232.0,-346.0,-208.0,-0.479,-0.3,-0.237,-0.35,-0.35,0.9,-4.047,0.019,-0.35,-0.083,0.0,0.0,0,-0.493
240,4.533399199950509,3.071,-0.082,-0.086,-0.089,-0.092,-0.288,-0.335,-0.366,-0.421,-575.0,-355.0,-295.0,-62.0,-0.479,-0.288,-0.237,-0.352,-0.353,0.99,-1.06,0.02,-0.352,-0.087,0.0,0.0,0,-0.575
241,4.537762899999507,3.07,-0.087,-0.089,-0.094,-0.098,-0.327,-0.327,-0.39,-0.445,-444.0,-437.0,-194.0,-119.0,-0.487,-0.327,-0.237,-0.373,-0.373,1.17,-2.051,0.022,-0.373,-0.092,0.0,0.0,0,-0.444
242,4.542602899949998,3.07,-0.091,-0.093,-0.098,-0.104,-0.356,-0.301,-0.364,-0.475,-231.0,-454.0,-361.0,43.0,-0.474,-0.356,-0.474,-0.374,-0.374,1.53,2.035,0.026,-0.374,-0.097,0.0,0.0,0,-0.231
243,4.564519899955485,3.069,-0.096,-0.097,-0.103,-0.109,-0.389,-0.317,-0.366,-0.453,-199.0,-337.0,-240.0,-58.0,-0.462,-0.389,-0.474,-0.381,-0.378,1.8,2.763,0.03,-0.381,-0.101,0.0,0.0,0,-0.199
244,4.570306399953552,3.069,-0.099,-0.1,-0.108,-0.113,-0.335,-0.319,-0.399,-0.399,-347.0,-138.0,84.0,-86.0,-0.429,-0.335,-0.237,-0.361,-0.349,2.07,4.926,0.035,-0.361,-0.105,0.0,0.0,0,-0.347
245,4.574597999977414,3.071,-0.102,-0.103,-0.114,-0.117,-0.291,-0.297,-0.436,-0.36,-361.0,-260.0,116.0,-248.0,-0.405,-0.291,-0.237,-0.346,-0.35,2.25,4.583,0.038,-0.346,-0.109,0.0,0.0,0,-0.361
246,4.593530799960718,3.07,-0.104,-0.106,-0.12,-0.122,-0.227,-0.266,-0.508,-0.361,-439.0,-355.0,229.0,-77.0,-0.391,-0.227,-0.237,-0.341,-0.343,2.25,1.889,0.04,-0.341,-0.113,0.0,0.0,0,-0.439
247,4.59892109996872,3.071,-0.106,-0.109,-0.124,-0.124,-0.219,-0.249,-0.499,-0.36,-424.0,-475.0,211.0,-241.0,-0.39,-0.219,-0.237,-0.333,-0.345,2.07,-0.532,0.04,-0.333,-0.116,0.0,0.0,0,-0.424
248,4.603419799997937,3.072,-0.108,-0.112,-0.127,-0.127,-0.222,-0.269,-0.429,-0.326,-451.0,-350.0,-139.0,-223.0,-0.399,-0.222,-0.237,-0.312,-0.321,1.8,-2.922,0.038,-0.312,-0.119,0.0,0.0,0,-0.451
249,4.621456299966667,3.071,-0.112,-0.115,-0.129,-0.131,-0.238,-0.269,-0.252,-0.317,-492.0,-424.0,-565.0,-314.0,-0.425,-0.238,-0.237,-0.271,-0.282,1.26,-5.913,0.032,-0.271,-0.122,0.0,0.0,0,-0.492
250,4.62654189998284,3.073,-0.115,-0.117,-0.128,-0.135,-0.282,-0.283,-0.095,-0.353,-418.0,-527.0,-830.0,-255.0,-0.473,-0.282,-0.474,-0.255,-0.272,0.54,-11.305,0.024,-0.255,-0.124,0.0,0.0,0,-0.418
251,4.643819899996743,3.072,-0.12,-0.12,-0.129,-0.142,-0.328,-0.259,-0.008,-0.463,-585.0,-795.0,-830.0,-293.0,-0.563,-0.328,-0.474,-0.267,-0.285,-0.27,-15.627,0.013,-0.267,-0.127,0.0,0.0,0,-0.585
252,4.648790699953679,3.072,-0.127,-0.124,-0.131,-0.15,-0.468,-0.286,-0.048,-0.587,-429.0,-830.0,-830.0,-167.0,-0.68,-0.468,-0.711,-0.347,-0.344,-1.26,-15.627,-0.001,-0.347,-0.132,0.0,0.0,0,-0.429
253,4.670246499998029,3.071,-0.137,-0.128,-0.134,-0.159,-0.66,-0.318,-0.207,-0.707,-222.0,-830.0,-830.0,-222.0,-0.795,-0.66,-0.948,-0.471,-0.456,-2.25,-15.627,-0.016,-0.471,-0.138,0.0,0.0,0,-0.222
254,4.683814199990593,3.072,-0.147,-0.134,-0.139,-0.166,-0.842,-0.44,-0.33,-0.74,71.0,-830.0,-830.0,-444.0,-0.897,-0.842,-1.185,-0.586,-0.57,-3.15,-15.627,-0.029,-0.586,-0.145,0.0,0.0,0,0.071
255,4.6944719000021,3.071,-0.159,-0.144,-0.147,-0.174,-0.982,-0.675,-0.531,-0.736,-182.0,-557.0,-830.0,-730.0,-1.01,-0.982,-0.948,-0.729,-0.72,-4.23,-15.627,-0.047,-0.729,-0.154,0.0,0.0,0,-0.182
256,4.708916999981739,3.073,-0.17,-0.156,-0.157,-0.182,-1.043,-0.902,-0.713,-0.737,-330.0,-266.0,-645.0,-830.0,-1.113,-1.043,-0.948,-0.847,-0.831,-5.04,-15.627,-0.06,-0.847,-0.164,0.0,0.0,0,-0.33
257,4.723849200003315,3.072,-0.182,-0.172,-0.17,-0.193,-1.01,-1.169,-0.973,-0.8,-676.0,58.0,-429.0,-830.0,-1.23,-1.01,-0.948,-0.987,-0.978,-5.94,-15.627,-0.078,-0.987,-0.177,0.0,0.0,0,-0.676
258,4.72964699997101,3.075,-0.193,-0.189,-0.186,-0.204,-0.988,-1.34,-1.203,-0.903,-503.0,373.0,210.0,-540.0,-1.25,-0.988,-1.184,-1.105,-1.08,-6.66,-15.627,-0.09,-1.105,-0.191,0.0,0.0,0,-0.503
259,4.733602799999062,3.077,-0.204,-0.207,-0.204,-0.218,-0.972,-1.463,-1.388,-1.019,-656.0,621.0,464.0,-311.0,-1.25,-0.972,-0.948,-1.209,-1.195,-7.56,-15.627,-0.104,-1.209,-0.206,0.0,0.0,0,-0.656
260,4.751859499956481,3.076,-0.216,-0.225,-0.223,-0.234,-1.002,-1.552,-1.565,-1.21,-599.0,564.0,820.0,246.0,-1.25,-1.002,-0.948,-1.331,-1.322,-8.28,-15.627,-0.121,-1.331,-0.223,0.0,0.0,0,-0.599
261,4.756537499953993,3.077,-0.228,-0.24,-0.239,-0.248,-1.069,-1.535,-1.616,-1.325,-467.0,534.0,808.0,240.0,-1.25,-1.069,-1.185,-1.387,-1.395,-8.82,-15.627,-0.131,-1.387,-0.238,0.0,0.0,0,-0.467
262,4.760704299958888,3.077,-0.244,-0.257,-0.258,-0.266,-1.199,-1.458,-1.6,-1.427,48.0,325.0,561.0,473.0,-1.25,-1.199,-1.423,-1.423,-1.435,-9.63,-15.627,-0.145,-1.423,-0.256,0.0,0.0,0,0.048
263,4.780805799993686,3.076,-0.26,-0.271,-0.275,-0.282,-1.34,-1.284,-1.537,-1.395,262.0,-324.0,437.0,121.0,-1.25,-1.34,-1.422,-1.394,-1.433,-10.08,-15.627,-0.157,-1.394,-0.272,0.0,0.0,0,0.262
264,4.790031599986833,3.076,-0.276,-0.282,-0.291,-0.296,-1.375,-1.102,-1.398,-1.334,204.0,-624.0,145.0,-33.0,-1.25,-1.375,-1.422,-1.308,-1.352,-10.53,-15.627,-0.166,-1.308,-0.287,0.0,0.0,0,0.204
265,4.820292899967171,3.075,-0.291,-0.291,-0.302,-0.309,-1.339,-0.914,-1.195,-1.186,-44.0,-830.0,-439.0,-210.0,-1.25,-1.339,-1.184,-1.165,-1.217,-10.8,-15.627,-0.173,-1.165,-0.3,0.0,0.0,0,-0.044
266,4.837715099973138,3.076,-0.303,-0.299,-0.31,-0.317,-1.245,-0.816,-1.0,-1.047,-370.0,-830.0,-830.0,-779.0,-1.25,-1.245,-0.948,-1.037,-1.107,-11.07,-15.627,-0.177,-1.037,-0.309,0.0,0.0,0,-0.37
267,4.854244599991944,3.077,-0.314,-0.308,-0.318,-0.325,-1.137,-0.782,-0.81,-0.888,-568.0,-830.0,-830.0,-830.0,-1.25,-1.137,-0.948,-0.912,-0.975,-11.43,-15.627,-0.182,-0.912,-0.318,0.0,0.0,0,-0.568
268,4.8596901999553666,3.078,-0.323,-0.317,-0.324,-0.333,-1.012,-0.819,-0.688,-0.821,-700.0,-830.0,-830.0,-830.0,-1.25,-1.012,-0.948,-0.84,-0.874,-11.97,-15.627,-0.188,-0.84,-0.325,0.0,0.0,0,-0.7
269,4.863850199966691,3.08,-0.333,-0.328,-0.331,-0.341,-0.931,-0.91,-0.647,-0.763,-830.0,-555.0,-830.0,-830.0,-1.25,-0.931,-0.948,-0.815,-0.832,-11.61,-15.627,-0.189,-0.815,-0.333,0.0,0.0,0,-0.83
270,4.867869099951349,3.081,-0.343,-0.339,-0.338,-0.349,-0.923,-1.033,-0.668,-0.792,-766.0,-312.0,-830.0,-830.0,-1.25,-0.923,-0.948,-0.854,-0.858,-12.42,-15.627,-0.195,-0.854,-0.342,0.0,0.0,0,-0.766
271,4.871927999949548,3.082,-0.354,-0.353,-0.347,-0.36,-0.983,-1.145,-0.735,-0.898,-413.0,-208.0,-830.0,-573.0,-1.25,-0.983,-1.184,-0.938,-0.925,-12.33,-15.627,-0.198,-0.938,-0.352,0.0,0.0,0,-0.413
272,4.87586009997176,3.081,-0.367,-0.37,-0.359,-0.373,-1.074,-1.311,-0.903,-1.028,-351.0,182.0,-581.0,-434.0,-1.25,-1.074,-1.185,-1.078,-1.068,-12.6,-15.627,-0.202,-1.078,-0.366,0.0,0.0,0,-0.351
273,4.890214099956211,3.081,-0.381,-0.386,-0.372,-0.39,-1.175,-1.391,-1.087,-1.239,-224.0,280.0,-263.0,127.0,-1.25,-1.175,-1.185,-1.222,-1.216,-12.87,-15.627,-0.207,-1.222,-0.381,0.0,0.0,0,-0.224
274,4.8946692000026815,3.08,-0.395,-0.401,-0.389,-0.406,-1.205,-1.365,-1.253,-1.365,-210.0,57.0,56.0,298.0,-1.25,-1.205,-1.185,-1.299,-1.311,-13.32,-15.627,-0.213,-1.299,-0.397,0.0,0.0,0,-0.21
275,4.909161999996286,3.079,-0.408,-0.415,-0.406,-0.422,-1.152,-1.265,-1.393,-1.401,-433.0,-318.0,335.0,136.0,-1.25,-1.152,-1.184,-1.308,-1.343,-13.59,-15.627,-0.218,-1.308,-0.413,0.0,0.0,0,-0.433
276,4.924701199983247,3.078,-0.42,-0.427,-0.422,-0.438,-1.117,-1.119,-1.438,-1.376,-387.0,-493.0,191.0,205.0,-1.25,-1.117,-1.185,-1.267,-1.299,-13.86,-15.627,-0.222,-1.267,-0.427,0.0,0.0,0,-0.387
277,4.92971979995491,3.078,-0.433,-0.438,-0.438,-0.452,-1.081,-0.971,-1.418,-1.283,-461.0,-792.0,272.0,-157.0,-1.25,-1.081,-1.185,-1.193,-1.226,-14.22,-15.627,-0.227,-1.193,-0.441,0.0,0.0,0,-0.461
278,4.949154399975669,3.077,-0.446,-0.449,-0.452,-0.464,-1.11,-0.927,-1.311,-1.159,-405.0,-765.0,-237.0,-524.0,-1.25,-1.11,-1.185,-1.132,-1.175,-14.67,-15.627,-0.233,-1.132,-0.453,0.0,0.0,0,-0.405
279,4.95458639995195,3.076,-0.46,-0.461,-0.464,-0.475,-1.172,-0.98,-1.165,-1.036,-164.0,-425.0,-530.0,-654.0,-1.25,-1.172,-1.422,-1.091,-1.113,-15.21,-15.627,-0.241,-1.091,-0.465,0.0,0.0,0,-0.164
280,4.973087299964391,3.077,-0.472,-0.472,-0.475,-0.485,-1.212,-1.045,-1.093,-0.973,-156.0,-404.0,-592.0,-735.0,-1.25,-1.212,-1.184,-1.084,-1.107,-15.75,-15.627,-0.247,-1.084,-0.476,0.0,0.0,0,-0.156
281,4.979614499956369,3.076,-0.486,-0.486,-0.487,-0.497,-1.216,-1.13,-1.057,-1.002,-177.0,-306.0,-494.0,-503.0,-1.25,-1.216,-1.186,-1.103,-1.113,-16.29,-15.627,-0.258,-1.103,-0.489,0.0,0.0,0,-0.177
282,4.984054300002754,3.076,-0.499,-0.502,-0.5,-0.51,-1.154,-1.249,-1.09,-1.082,-473.0,91.0,-366.0,-330.0,-1.25,-1.154,-0.948,-1.145,-1.156,-16.83,-15.627,-0.269,-1.145,-0.502,0.0,0.0,0,-0.473
283,5.00262429995928,3.075,-0.511,-0.516,-0.514,-0.524,-1.09,-1.281,-1.145,-1.17,-568.0,-65.0,-220.0,-276.0,-1.25,-1.09,-0.948,-1.174,-1.192,-17.46,-15.627,-0.28,-1.174,-0.516,0.0,0.0,0,-0.568
284,5.008175099967048,3.074,-0.523,-0.53,-0.528,-0.539,-1.042,-1.227,-1.177,-1.242,-547.0,-292.0,-275.0,-133.0,-1.25,-1.042,-1.185,-1.175,-1.201,-18.0,-15.627,-0.29,-1.175,-0.53,0.0,0.0,0,-0.547
285,5.030665899976157,3.073,-0.536,-0.543,-0.542,-0.553,-1.069,-1.165,-1.246,-1.254,-496.0,-296.0,38.0,-108.0,-1.25,-1.069,-1.185,-1.185,-1.2,-18.63,-15.627,-0.301,-1.185,-0.543,0.0,0.0,0,-0.496
286,5.041089899954386,3.073,-0.549,-0.555,-0.556,-0.567,-1.162,-1.091,-1.22,-1.205,-193.0,-447.0,-309.0,-207.0,-1.25,-1.162,-1.185,-1.172,-1.192,-19.35,-15.627,-0.313,-1.172,-0.557,0.0,0.0,0,-0.193
287,5.048327299999073,3.072,-0.565,-0.568,-0.57,-0.579,-1.254,-1.088,-1.199,-1.105,51.0,-455.0,-232.0,-408.0,-1.25,-1.254,-1.422,-1.164,-1.179,-19.89,-15.627,-0.324,-1.164,-0.571,0.0,0.0,0,0.051
288,5.0537187999580055,3.073,-0.578,-0.58,-0.582,-0.59,-1.297,-1.124,-1.172,-1.054,65.0,-295.0,-284.0,-549.0,-1.25,-1.297,-1.184,-1.164,-1.181,-20.43,-15.627,-0.332,-1.164,-0.583,0.0,0.0,0,0.065
289,5.071420399995986,3.073,-0.593,-0.594,-0.595,-0.601,-1.276,-1.182,-1.173,-1.022,-122.0,-232.0,-249.0,-619.0,-1.25,-1.276,-1.185,-1.166,-1.186,-20.88,-15.627,-0.343,-1.166,-0.596,0.0,0.0,0,-0.122
290,5.07637819997035,3.072,-0.606,-0.609,-0.608,-0.614,-1.218,-1.242,-1.145,-1.081,-250.0,-127.0,-320.0,-364.0,-1.25,-1.218,-1.185,-1.173,-1.189,-21.33,-15.627,-0.352,-1.173,-0.609,0.0,0.0,0,-0.25
291,5.095062599983066,3.071,-0.618,-0.623,-0.62,-0.629,-1.123,-1.243,-1.138,-1.179,-508.0,-147.0,-359.0,-148.0,-1.25,-1.123,-0.948,-1.173,-1.193,-21.69,-15.627,-0.36,-1.173,-0.623,0.0,0.0,0,-0.508
292,5.10028469999088,3.071,-0.63,-0.636,-0.634,-0.645,-1.081,-1.187,-1.169,-1.307,-474.0,-260.0,-179.0,165.0,-1.25,-1.081,-1.185,-1.187,-1.197,-21.96,-15.627,-0.367,-1.187,-0.636,0.0,0.0,0,-0.474
293,5.128639799950179,3.07,-0.642,-0.648,-0.647,-0.661,-1.058,-1.098,-1.163,-1.348,-524.0,-439.0,-312.0,-48.0,-1.25,-1.058,-0.948,-1.17,-1.195,-22.14,-15.627,-0.372,-1.17,-0.65,0.0,0.0,0,-0.524
294,5.135264299984556,3.069,-0.656,-0.659,-0.66,-0.676,-1.098,-1.026,-1.131,-1.339,-445.0,-705.0,-496.0,233.0,-1.25,-1.098,-1.185,-1.152,-1.178,-22.14,-15.627,-0.375,-1.152,-0.663,0.0,0.0,0,-0.445
295,5.139330099977087,3.07,-0.669,-0.671,-0.673,-0.688,-1.14,-1.029,-1.124,-1.268,-294.0,-632.0,-410.0,-193.0,-1.25,-1.14,-1.185,-1.144,-1.169,-22.05,-15.627,-0.375,-1.144,-0.675,0.0,0.0,0,-0.294
296,5.143320799979847,3.07,-0.683,-0.684,-0.687,-0.7,-1.216,-1.098,-1.177,-1.121,-207.0,-315.0,-241.0,-579.0,-1.25,-1.216,-1.185,-1.156,-1.176,-22.05,-15.627,-0.375,-1.156,-0.689,0.0,0.0,0,-0.207
297,5.159504299983382,3.069,-0.697,-0.699,-0.7,-0.711,-1.212,-1.204,-1.204,-1.013,-241.0,-67.0,-219.0,-704.0,-1.25,-1.212,-1.184,-1.161,-1.178,-21.96,-15.627,-0.374,-1.161,-0.702,0.0,0.0,0,-0.241
298,5.176289199967869,3.069,-0.709,-0.715,-0.714,-0.724,-1.132,-1.315,-1.211,-1.011,-619.0,163.0,-220.0,-488.0,-1.25,-1.132,-0.949,-1.17,-1.189,-21.87,-15.627,-0.372,-1.17,-0.715,0.0,0.0,0,-0.619
299,5.180733799992595,3.068,-0.722,-0.73,-0.727,-0.736,-1.08,-1.351,-1.136,-1.062,-606.0,119.0,-491.0,-388.0,-1.25,-1.08,-0.948,-1.16,-1.185,-21.69,-15.627,-0.369,-1.16,-0.729,0.0,0.0,0,-0.606
300,5.197372099966742,3.067,-0.735,-0.744,-0.739,-0.75,-1.079,-1.303,-1.079,-1.15,-372.0,-153.0,-605.0,-214.0,-1.25,-1.079,-1.186,-1.156,-1.176,-21.6,-15.627,-0.366,-1.156,-0.742,0.0,0.0,0,-0.372
301,5.202887899999041,3.066,-0.748,-0.757,-0.752,-0.764,-1.131,-1.196,-1.076,-1.235,-269.0,-368.0,-377.0,-45.0,-1.25,-1.131,-1.184,-1.161,-1.17,-21.42,-15.627,-0.363,-1.161,-0.755,0.0,0.0,0,-0.269
302,5.218626499990933,3.066,-0.763,-0.769,-0.764,-0.779,-1.194,-1.097,-1.097,-1.241,-264.0,-449.0,-337.0,-152.0,-1.25,-1.194,-1.184,-1.159,-1.174,-21.24,-15.627,-0.36,-1.159,-0.769,0.0,0.0,0,-0.264
303,5.236457999970298,3.065,-0.777,-0.78,-0.779,-0.792,-1.241,-1.048,-1.201,-1.17,-169.0,-549.0,47.0,-531.0,-1.25,-1.241,-1.185,-1.168,-1.187,-21.06,-15.627,-0.356,-1.168,-0.782,0.0,0.0,0,-0.169
304,5.250963800004683,3.065,-0.79,-0.793,-0.794,-0.805,-1.207,-1.055,-1.287,-1.128,-236.0,-419.0,219.0,-379.0,-1.25,-1.207,-1.185,-1.17,-1.175,-20.88,-15.627,-0.353,-1.17,-0.796,0.0,0.0,0,-0.236
305,5.260578599991277,3.064,-0.803,-0.807,-0.809,-0.817,-1.123,-1.123,-1.29,-1.091,-525.0,-285.0,-188.0,-454.0,-1.25,-1.123,-0.948,-1.16,-1.186,-20.7,-15.627,-0.349,-1.16,-0.809,0.0,0.0,0,-0.525
306,5.273814599961042,3.065,-0.814,-0.82,-0.821,-0.83,-1.063,-1.181,-1.243,-1.125,-637.0,-119.0,-313.0,-337.0,-1.25,-1.063,-0.948,-1.156,-1.177,-20.61,-15.627,-0.345,-1.156,-0.821,0.0,0.0,0,-0.637
307,5.2816713999491185,3.065,-0.826,-0.833,-0.834,-0.844,-1.058,-1.208,-1.168,-1.193,-603.0,-220.0,-340.0,-78.0,-1.25,-1.058,-0.948,-1.159,-1.175,-20.52,-15.627,-0.342,-1.159,-0.834,0.0,0.0,0,-0.603
308,5.286155299982056,3.064,-0.84,-0.847,-0.847,-0.859,-1.12,-1.184,-1.081,-1.249,-343.0,-399.0,-643.0,-140.0,-1.25,-1.12,-1.184,-1.162,-1.189,-20.43,-15.627,-0.341,-1.162,-0.848,0.0,0.0,0,-0.343
309,5.303888199967332,3.064,-0.854,-0.86,-0.861,-0.874,-1.188,-1.133,-1.124,-1.252,-165.0,-387.0,-287.0,-135.0,-1.25,-1.188,-1.421,-1.176,-1.186,-20.52,-15.627,-0.34,-1.176,-0.862,0.0,0.0,0,-0.165
310,5.311063300003298,3.063,-0.868,-0.872,-0.874,-0.886,-1.246,-1.101,-1.196,-1.189,-49.0,-452.0,33.0,-382.0,-1.25,-1.246,-1.422,-1.184,-1.194,-20.7,-15.627,-0.341,-1.184,-0.875,0.0,0.0,0,-0.049
311,5.33021159999771,3.062,-0.883,-0.886,-0.889,-0.898,-1.275,-1.121,-1.257,-1.097,-110.0,-414.0,36.0,-565.0,-1.25,-1.275,-1.185,-1.19,-1.21,-20.79,-15.627,-0.343,-1.19,-0.889,0.0,0.0,0,-0.11
312,5.336260599957313,3.062,-0.896,-0.9,-0.903,-0.911,-1.218,-1.201,-1.265,-1.05,-224.0,-137.0,-125.0,-662.0,-1.25,-1.218,-1.185,-1.186,-1.206,-21.06,-15.627,-0.346,-1.186,-0.903,0.0,0.0,0,-0.224
313,5.341746999998577,3.061,-0.909,-0.915,-0.917,-0.924,-1.134,-1.245,-1.213,-1.102,-512.0,-48.0,-347.0,-324.0,-1.25,-1.134,-0.948,-1.176,-1.196,-21.15,-15.627,-0.348,-1.176,-0.916,0.0,0.0,0,-0.512
314,5.360306199989282,3.061,-0.922,-0.929,-0.929,-0.939,-1.068,-1.252,-1.108,-1.18,-527.0,-154.0,-677.0,-169.0,-1.25,-1.068,-1.185,-1.155,-1.18,-21.42,-15.627,-0.352,-1.155,-0.93,0.0,0.0,0,-0.527
315,5.3705017999745905,3.06,-0.934,-0.942,-0.941,-0.953,-1.082,-1.196,-1.043,-1.234,-501.0,-266.0,-572.0,-178.0,-1.25,-1.082,-0.948,-1.141,-1.162,-21.51,-15.627,-0.356,-1.141,-0.943,0.0,0.0,0,-0.501
316,5.376919799949974,3.06,-0.948,-0.955,-0.954,-0.967,-1.142,-1.104,-1.062,-1.246,-384.0,-570.0,-417.0,-155.0,-1.25,-1.142,-1.185,-1.141,-1.161,-21.6,-15.627,-0.358,-1.141,-0.956,0.0,0.0,0,-0.384
317,5.403922399971634,3.059,-0.964,-0.967,-0.967,-0.98,-1.255,-1.065,-1.112,-1.16,-38.0,-531.0,-319.0,-565.0,-1.25,-1.255,-1.422,-1.151,-1.17,-21.69,-15.627,-0.36,-1.151,-0.969,0.0,0.0,0,-0.038
